,Created_At,Tweets,Clean_Data,Tweet_Normal,Tanpa_StopWords,Stemming
132,2021-12-26 12:31:30+00:00,Gimana gw mau ga jajan terus shopeefood bjingan diskonnya,gimana gw mau ga jajan terus shopeefood bjingan diskonnya,bagaimana saya mau tidak jajan terus shopeefood bjingan diskonnya,jajan shopeefood bjingan diskonnya,"['jajan', 'shopeefood', 'bjingan', 'diskon']"
133,2021-12-26 12:31:17+00:00,@ngalamfess Pesen cemilan seng garai mood booster. Biasae aku pesen banana nugget Switzerland ndek shopeefood.,pesen cemilan seng garai mood booster biasae aku pesen banana nugget switzerland ndek shopeefood,pesan cemilan seng garai mood booster biasae saya pesan banana nugget switzerland ndek shopeefood,pesan cemilan seng garai mood booster biasae pesan banana nugget switzerland ndek shopeefood,"['pesan', 'cemilan', 'seng', 'garai', 'mood', 'booster', 'biasae', 'pesan', 'banana', 'nugget', 'switzerland', 'ndek', 'shopeefood']"
134,2021-12-26 12:30:52+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/EflZeetBpX https://t.co/pMBKwJ3ggA,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']"
135,2021-12-26 12:27:57+00:00,"Mudah je u olls, jom order takoyaki by TAKOATOK 😋👍

@shopeefood
https://t.co/xyXEoSvu14

@grabfood
https://t.co/bMvIXOmimr

@foodpanda
https://t.co/OgWJOejjz5

👉 Pick-up point @1shamelinmall

https://t.co/a0ysf1LxBn
https://t.co/a0ysf1LxBn
https://t.co/a0ysf1LxBn

#takoatok https://t.co/4dsP1wf65t",mudah je olls jom order takoyaki by takoatok pickup point,mudah je olls jom order takoyaki by takoatok pickup point,mudah je olls jom order takoyaki by takoatok pickup point,"['mudah', 'je', 'olls', 'jom', 'order', 'takoyaki', 'by', 'takoatok', 'pickup', 'point']"
136,2021-12-26 12:27:52+00:00,"@ShopeeID @ShopeeCare @shopeefood_id 
Ini kenapa ya dari tadi shopee food nya gak bisa terus, dibatalkan sistem terus tulisannya https://t.co/VDIvxevIxB",id ini kenapa ya dari tadi shopee food nya gak bisa terus dibatalkan sistem terus tulisannya,id ini kenapa ya dari tadi shopee food nya tidak bisa terus dibatalkan sistem terus tulisannya,id shopee food dibatalkan sistem tulisannya,"['id', 'shopee', 'food', 'batal', 'sistem', 'tulis']"
137,2021-12-26 12:26:32+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/n6moeANTK4 https://t.co/qnNImtc52b,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']"
138,2021-12-26 12:25:56+00:00,"Kenapa waktu ketemu beda kek ""wah""
Dating app❎
Driver Shopeefood/go jek dkk ☑️
Udah dapt diskon makan, diskon pengantaran, eh kdg dapt bonus liat mas2 yg bikin otak adem🤣🤣",kenapa waktu ketemu beda kek wah dating app driver shopeefoodgo jek dkk udah dapt diskon makan diskon pengantaran eh kdg dapt bonus liat mas yg bikin otak adem,kenapa waktu ketemu beda seperti wah dating aplikasi driver shopeefoodgo jek dkk sudah dapat potongan harga makan potongan harga pengantaran eh kdg dapat bonus lihat mas yang bikin otak sejuk,ketemu beda dating aplikasi driver shopeefoodgo jek dkk potongan harga makan potongan harga pengantaran eh kdg bonus lihat mas otak sejuk,"['ketemu', 'beda', 'dating', 'aplikasi', 'driver', 'shopeefoodgo', 'jek', 'dkk', 'potong', 'harga', 'makan', 'potong', 'harga', 'antar', 'eh', 'kdg', 'bonus', 'lihat', 'mas', 'otak', 'sejuk']"
139,2021-12-26 12:25:15+00:00,Si paling sabar beli nasi goreng di shopeefood ngantrinya sejam,si paling sabar beli nasi goreng di shopeefood ngantrinya sejam,si paling sabar beli nasi goreng di shopeefood mengantrinya sejam,sabar beli nasi goreng shopeefood mengantrinya sejam,"['sabar', 'beli', 'nasi', 'goreng', 'shopeefood', 'antri', 'jam']"
140,2021-12-26 12:22:41+00:00,@RacunBelanja Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/Ne2R9C1TX5,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']"
141,2021-12-26 12:10:40+00:00,@badguydevilss Kyknya ini cuman keitung dari shopeefood 🤣 https://t.co/4e9CCUVBRj,kyknya ini cuman keitung dari shopeefood,sepertinya ini cuman keitung dari shopeefood,cuman keitung shopeefood,"['cuman', 'keitung', 'shopeefood']"
142,2021-12-26 12:09:34+00:00,Abang shopeefood napa ya yg dipoto sm yg dateng mukanya sering beda,abang shopeefood napa ya yg dipoto sm yg dateng mukanya sering beda,abang shopeefood kenapa ya yang dipoto sama yang dateng mukanya sering beda,abang shopeefood dipoto dateng mukanya beda,"['abang', 'shopeefood', 'dipoto', 'dateng', 'muka', 'beda']"
143,2021-12-26 12:08:28+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/tb5tKstfCN,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']"
144,2021-12-26 12:06:33+00:00,*menunggu mas-mas Shopeefood dengan sabar*,menunggu masmas shopeefood dengan sabar,menunggu masmas shopeefood dengan sabar,menunggu masmas shopeefood sabar,"['tunggu', 'masmas', 'shopeefood', 'sabar']"
145,2021-12-26 12:05:30+00:00,"sayangnya jepara gaada shopeefood
bosok og🤧🤧🤧 https://t.co/uNHc1NG3mA",sayangnya jepara gaada shopeefood bosok og,sayangnya jepara tidak ada shopeefood bosok og,sayangnya jepara shopeefood bosok og,"['sayang', 'jepara', 'shopeefood', 'bosok', 'og']"
146,2021-12-26 12:02:30+00:00,Udh lagi dibuat emosi sm dia ini lg mau berak tp pam nya mati mana lg pesen shopeefood mau gamau nunggu makanan dateng dulu😥😥,udh lagi dibuat emosi sm dia ini lg mau berak tp pam nya mati mana lg pesen shopeefood mau gamau nunggu makanan dateng dulu,sudah lagi dibuat emosi sama dia ini lagi mau berak tapi pam nya mati mana lagi pesan shopeefood mau tidak mau nunggu makanan dateng dulu,emosi berak pam mati pesan shopeefood nunggu makanan dateng,"['emosi', 'berak', 'pam', 'mati', 'pesan', 'shopeefood', 'nunggu', 'makan', 'dateng']"
147,2021-12-26 12:02:02+00:00,kalo shopeefood/gofood/grabfood kalian gratiss suka ga tega sm driver nya ga?,kalo shopeefoodgofoodgrabfood kalian gratiss suka ga tega sm driver nya ga,kalau shopeefoodgofoodgrabfood kalian gratis suka tidak tega sama driver nya tidak,shopeefoodgofoodgrabfood gratis suka tega driver,"['shopeefoodgofoodgrabfood', 'gratis', 'suka', 'tega', 'driver']"
148,2021-12-26 12:01:10+00:00,"Gofood grabfood shopeefood isine ayam geprek, mie ayam, bakso, nasgor, seblak dan kwetiau kan bingung meh makan pesen opo😭",gofood grabfood shopeefood isine ayam geprek mie ayam bakso nasgor seblak dan kwetiau kan bingung meh makan pesen opo,gofood grabfood shopeefood isine ayam geprek mie ayam bakso nasgor seblak dan kwetiau kan bingung meh makan pesan apa,gofood grabfood shopeefood isine ayam geprek mie ayam bakso nasgor seblak kwetiau bingung meh makan pesan,"['gofood', 'grabfood', 'shopeefood', 'isine', 'ayam', 'geprek', 'mie', 'ayam', 'bakso', 'nasgor', 'seblak', 'kwetiau', 'bingung', 'meh', 'makan', 'pesan']"
149,2021-12-26 12:00:48+00:00,@ShopeeID Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/qemXLeqiDY,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']"
150,2021-12-26 11:55:59+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/kZmOqTdwUM,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']"
151,2021-12-26 11:54:17+00:00,@RacunBelanja Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/qemXLeqiDY,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']"
152,2021-12-26 11:46:53+00:00,"Shopeefood diskon 70% s.d 35k hahahaha, lgsg checkout tiga makanan gw...",shopeefood diskon k hahahaha lgsg checkout tiga makanan gw,shopeefood potongan harga ke hahahaha langsung checkout tiga makanan saya,shopeefood potongan harga hahahaha langsung checkout makanan,"['shopeefood', 'potong', 'harga', 'hahahaha', 'langsung', 'checkout', 'makan']"
153,2021-12-26 11:45:58+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/ECUlNV8jiF,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']"
154,2021-12-26 11:44:36+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/dPAy5AXXYc,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']"
155,2021-12-26 11:43:09+00:00,shopeefood tolong sediakan pembayaran tunai😓,shopeefood tolong sediakan pembayaran tunai,shopeefood tolong sediakan pembayaran tunai,shopeefood tolong sediakan pembayaran tunai,"['shopeefood', 'tolong', 'sedia', 'bayar', 'tunai']"
156,2021-12-26 11:43:01+00:00,@origguk aku pakee shopeefood ada kok,aku pakee shopeefood ada kok,saya pakee shopeefood ada kok,pakee shopeefood,"['pakee', 'shopeefood']"
157,2021-12-26 11:41:48+00:00,@hikaruning 🤤buka shopeefood ada diskon 35rb kaa coba cek wkwk,buka shopeefood ada diskon rb kaa coba cek wkwk,buka shopeefood ada potongan harga rb kaa coba cek wkwk,buka shopeefood potongan harga rb kaa coba cek wkwk,"['buka', 'shopeefood', 'potong', 'harga', 'rb', 'kaa', 'coba', 'cek', 'wkwk']"
158,2021-12-26 11:41:17+00:00,Kapan nih di kediri ada #shopeefood ?? 🙄🙄🙄,kapan nih di kediri ada,kapan ini di kediri ada,kediri,['diri']
159,2021-12-26 11:36:47+00:00,"Bego banget!
CO di Shopee tapi pake alamat temen yg aku kirimin hampers natal lewat Shopeefood.
Udah ada 2 paket terkirim dari 4 paket.
Begolahh 🥲",bego banget co di shopee tapi pake alamat temen yg aku kirimin hampers natal lewat shopeefood udah ada paket terkirim dari paket begolahh,bodoh banget co di shopee tapi pakai alamat teman yang saya kirimin hampers natal lewat shopeefood sudah ada paket terkirim dari paket begolahh,bodoh banget co shopee pakai alamat teman kirimin hampers natal shopeefood paket terkirim paket begolahh,"['bodoh', 'banget', 'co', 'shopee', 'pakai', 'alamat', 'teman', 'kirimin', 'hampers', 'natal', 'shopeefood', 'paket', 'kirim', 'paket', 'begolahh']"
160,2021-12-26 11:36:16+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood kosong banyak https://t.co/itx9MCI1Jt https://t.co/A6raYr6wis,share amp makan gratis bareng teman di shopeefood kosong banyak,bagikan amp makan gratis bersama teman di shopeefood kosong banyak,bagikan makan gratis teman shopeefood kosong,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood', 'kosong']"
161,2021-12-26 11:30:42+00:00,"@sk8ddz coba pake shopeefood, ini juga di pesenin sama tante t____t",coba pake shopeefood ini juga di pesenin sama tante tt,coba pakai shopeefood ini juga di pesenin sama tante tt,coba pakai shopeefood pesenin tante tt,"['coba', 'pakai', 'shopeefood', 'senin', 'tante', 'tt']"
162,2021-12-26 11:26:34+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/c489ysZfNq,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']"
163,2021-12-26 11:26:14+00:00,@taruyus @Whoismw Yuk yuk tahun depan shopeefood di byl🤲🏼,yuk yuk tahun depan shopeefood di byl,yuk yuk tahun depan shopeefood di byl,yuk yuk shopeefood byl,"['yuk', 'yuk', 'shopeefood', 'byl']"
164,2021-12-26 11:23:16+00:00,@infomalang min/followers spill dong nasgor sing haucek dan onok ndk shopeefood 😅 makasihh,minfollowers spill dong nasgor sing haucek dan onok ndk shopeefood makasihh,minfollowers spill dong nasgor orang haucek dan onok tidak shopeefood makasihh,minfollowers spill nasgor orang haucek onok shopeefood makasihh,"['minfollowers', 'spill', 'nasgor', 'orang', 'haucek', 'onok', 'shopeefood', 'makasihh']"
165,2021-12-26 11:22:28+00:00,@shopeefood_id Min di Medan kok ga dapat driver ya sejak 12.12 sampe sekarang?,id min di medan kok ga dapat driver ya sejak sampe sekarang,id minimal di medan kok tidak dapat driver ya sejak sampai sekarang,id minimal medan driver,"['id', 'minimal', 'medan', 'driver']"
166,2021-12-26 11:20:49+00:00,"Kacaunya @ShopeeID beli pulsa dari kemarin belum sampai, order makanan di @shopeefood_id titiknya melenceng lebih dari 3KM. Duh duh @ShopeeCare",kacaunya beli pulsa dari kemarin belum sampai order makanan di id titiknya melenceng lebih dari km duh duh,kacaunya beli pulsa dari kemarin belum sampai order makanan di id titiknya melenceng lebih dari kamu aduh aduh,kacaunya beli pulsa kemarin order makanan id titiknya melenceng aduh aduh,"['kacau', 'beli', 'pulsa', 'kemarin', 'order', 'makan', 'id', 'titik', 'lenceng', 'aduh', 'aduh']"
167,2021-12-26 11:15:48+00:00,@shopeefood_id min ini knp ya? Kok blm ada driver nya ? Udh dr tadi https://t.co/UnrWRgyADa,id min ini knp ya kok blm ada driver nya udh dr tadi,id minimal ini kenapa ya kok belum ada driver nya sudah dari tadi,id minimal driver,"['id', 'minimal', 'driver']"
168,2021-12-26 11:15:43+00:00,Karna shopeefood saya jadi dapat refrensi tempat2 nyentot murah. Trimakasih shoopee👍👍🥵🥵🙏,karna shopeefood saya jadi dapat refrensi tempat nyentot murah trimakasih shoopee,karena shopeefood saya jadi dapat refrensi tempat nyentot murah terima kasih shoopee,shopeefood refrensi nyentot murah terima kasih shoopee,"['shopeefood', 'refrensi', 'nyentot', 'murah', 'terima', 'kasih', 'shoopee']"
169,2021-12-26 11:11:57+00:00,@Ranipr_ @convomf Termasuk shopeefood mungkin ya?,termasuk shopeefood mungkin ya,termasuk shopeefood mungkin ya,shopeefood,['shopeefood']
170,2021-12-26 11:10:44+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/6iQat1HXmx https://t.co/aUmMAFiiOs,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']"
171,2021-12-26 11:04:26+00:00,"@sope4h Oh yeaaaa, lupa ada shopeefood. Tapi bila try tadi lepas kau cakap, benda dekat kepong pun dia cakap “out of delivery area”. Apa jadah kepong lebih dari 8km dari rumah aku 🥲🥲🥲 what is this behaviour @ShopeeMY",oh yeaaaa lupa ada shopeefood tapi bila try tadi lepas kau cakap benda dekat kepong pun dia cakap out of delivery area apa jadah kepong lebih dari km dari rumah aku what is this behaviour,oh yeaaaa lupa ada shopeefood tapi bila try tadi lepas kamu cakap benda dekat kepong pun dia cakap keluar of delivery area apa jadah kepong lebih dari kamu dari rumah saya what is this behaviour,oh yeaaaa lupa shopeefood try lepas cakap benda kepong cakap of delivery area jadah kepong rumah what is this behaviour,"['oh', 'yeaaaa', 'lupa', 'shopeefood', 'try', 'lepas', 'cakap', 'benda', 'kepong', 'cakap', 'of', 'delivery', 'area', 'jadah', 'kepong', 'rumah', 'what', 'is', 'this', 'behaviour']"
172,2021-12-26 11:04:04+00:00,"@prshbr Coba shopeefood sis, banyak promo",coba shopeefood sis banyak promo,coba shopeefood sis banyak promo,coba shopeefood sis promo,"['coba', 'shopeefood', 'sis', 'promo']"
173,2021-12-26 11:03:52+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/XXGojEOxMr https://t.co/FOWtWZ3e60,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']"
174,2021-12-26 11:01:01+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/wiYfnnlmXw,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']"
175,2021-12-26 11:00:28+00:00,"pingin jajan di shopeefood tapi gaada saldo anying, muk keluar top up juga mls bgt😭",pingin jajan di shopeefood tapi gaada saldo anying muk keluar top up juga mls bgt,ingin jajan di shopeefood tapi tidak ada saldo anying muk keluar mantap up juga mls begitu,jajan shopeefood saldo anying muk mantap up mls,"['jajan', 'shopeefood', 'saldo', 'anying', 'muk', 'mantap', 'up', 'mls']"
176,2021-12-26 10:59:55+00:00,"Gila yak 853 pesenan apa aja woy wkwk

Kayanya sih termasuk shopeefood, manteup juga ya hematnya sampe 31jt. Ya setengahnya grgr flash sale iphone sih 😂

Kilas balik Shopee: https://t.co/oaejjIVSbs

#2021BersamaShopee https://t.co/vDCDZ26MgI",gila yak pesenan apa aja woy wkwk kayanya sih termasuk shopeefood manteup juga ya hematnya sampe jt ya setengahnya grgr flash sale iphone sih kilas balik shopee,gila yak pesenan apa aja dong wkwk sepertinya sih termasuk shopeefood manteup juga ya hematnya sampai juta ya setengahnya grgr flash sale iphone sih kilas balik shopee,gila yak pesenan wkwk shopeefood manteup hematnya juta setengahnya grgr flash sale iphone kilas shopee,"['gila', 'yak', 'sen', 'wkwk', 'shopeefood', 'manteup', 'hemat', 'juta', 'tengah', 'grgr', 'flash', 'sale', 'iphone', 'kilas', 'shopee']"
177,2021-12-26 10:55:05+00:00,daritadi order menantea tp ga dapet2 mulu kurir shopeefood nya aneh bgt,daritadi order menantea tp ga dapet mulu kurir shopeefood nya aneh bgt,daritadi order menantea tapi tidak dapat terus kurir shopeefood nya aneh begitu,daritadi order menantea kurir shopeefood aneh,"['daritadi', 'order', 'menantea', 'kurir', 'shopeefood', 'aneh']"
178,2021-12-26 10:48:36+00:00,"@RacunBelanja mincun, voucher shopeefood yang ini sampe kapan ya? besok masih ada ngga ya?",mincun voucher shopeefood yang ini sampe kapan ya besok masih ada ngga ya,mincun voucher shopeefood yang ini sampai kapan ya besok masih ada tidak ya,mincun voucher shopeefood besok,"['mincun', 'voucher', 'shopeefood', 'besok']"
179,2021-12-26 10:48:17+00:00,"tap yukk 👍🏼😭
Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/VLCn03E0RJ",tap yukk share amp makan gratis bareng teman di shopeefood,tap yukk bagikan amp makan gratis bersama teman di shopeefood,tap yukk bagikan makan gratis teman shopeefood,"['tap', 'yukk', 'bagi', 'makan', 'gratis', 'teman', 'shopeefood']"
180,2021-12-26 10:47:20+00:00,"order shopeefood terus drivernya manggil aku ""mas"" gara gara pake ava jaemin(:",order shopeefood terus drivernya manggil aku mas gara gara pake ava jaemin,order shopeefood terus drivernya manggil saya mas gara gara pakai ava jaemin,order shopeefood drivernya manggil mas gara gara pakai ava jaemin,"['order', 'shopeefood', 'drivernya', 'manggil', 'mas', 'gara', 'gara', 'pakai', 'ava', 'jaemin']"
181,2021-12-26 10:47:04+00:00,mbanking + shopeefood emg sebuah perpaduan yg berbahaya,mbanking shopeefood emg sebuah perpaduan yg berbahaya,mbanking shopeefood emang sebuah perpaduan yang berbahaya,mbanking shopeefood emang perpaduan berbahaya,"['mbanking', 'shopeefood', 'emang', 'padu', 'bahaya']"
182,2021-12-26 10:46:09+00:00,ShopeeFood di rumah astaga murah bgt + tokonya rameee dan enak enak 😭😭 https://t.co/1jFUJHHvm9,shopeefood di rumah astaga murah bgt tokonya rameee dan enak enak,shopeefood di rumah astaga murah begitu tokonya rameee dan enak enak,shopeefood rumah astaga murah tokonya rameee enak enak,"['shopeefood', 'rumah', 'astaga', 'murah', 'toko', 'rameee', 'enak', 'enak']"
183,2021-12-26 10:45:15+00:00,"bes yg tau kode voucher shopeefood, bagi dongg",bes yg tau kode voucher shopeefood bagi dongg,bes yang tahu kode voucher shopeefood bagi dongg,bes kode voucher shopeefood dongg,"['bes', 'kode', 'voucher', 'shopeefood', 'dongg']"
184,2021-12-26 10:44:58+00:00,gaasik bgt shopeefood sekaramg diskonnya kecil bgf,gaasik bgt shopeefood sekaramg diskonnya kecil bgf,gaasik begitu shopeefood sekaramg diskonnya kecil bgf,gaasik shopeefood sekaramg diskonnya bgf,"['gaasik', 'shopeefood', 'sekaramg', 'diskon', 'bgf']"
185,2021-12-26 10:41:51+00:00,@48ONSEN Pak gembus ada di shopeefood gak Sen?,pak gembus ada di shopeefood gak sen,bapak gembus ada di shopeefood tidak sen,gembus shopeefood sen,"['gembus', 'shopeefood', 'sen']"
186,2021-12-26 10:40:38+00:00,"Kalian ada yg pernah pesanan shopeefood nya gk lengkap, dan bisa dapatin lagi pesanan yg kurang lengkap itu?? Huaa caranya gimana sihh :) Udh pakai bantuan @ShopeeID tp sama skali gak membantu, yakali harus nunggu 1-3 hari hnya untuk makanan yg mau dikonsumsi skrang :)",kalian ada yg pernah pesanan shopeefood nya gk lengkap dan bisa dapatin lagi pesanan yg kurang lengkap itu huaa caranya gimana sihh udh pakai bantuan tp sama skali gak membantu yakali harus nunggu hari hnya untuk makanan yg mau dikonsumsi skrang,kalian ada yang pernah pesanan shopeefood nya tidak lengkap dan bisa dapatin lagi pesanan yang kurang lengkap itu huaa caranya bagaimana sihh sudah pakai bantuan tapi sama sekali tidak membantu yakali harus nunggu hari hanya untuk makanan yang mau dikonsumsi sekarang,pesanan shopeefood lengkap dapatin pesanan lengkap huaa sihh pakai bantuan membantu yakali nunggu makanan dikonsumsi,"['pesan', 'shopeefood', 'lengkap', 'dapatin', 'pesan', 'lengkap', 'huaa', 'sihh', 'pakai', 'bantu', 'bantu', 'yakali', 'nunggu', 'makan', 'konsumsi']"
187,2021-12-26 10:40:35+00:00,"HELP

Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/pwsIwtcRek https://t.co/nutyw6hTZt",help share amp makan gratis bareng teman di shopeefood,help bagikan amp makan gratis bersama teman di shopeefood,help bagikan makan gratis teman shopeefood,"['help', 'bagi', 'makan', 'gratis', 'teman', 'shopeefood']"
188,2021-12-26 10:35:18+00:00,"Fess topokki &amp; 2 corndog mozza di oppa corndog cuma 25RB!!! pake promonya shopeefood, 2x order. Topokki nya enakk bgtttt tp isinya agak sedikit sih(?) pedes lvl 1 udh termasuk lumayan pedes si👍👍👍 https://t.co/v8QF3MLwNX",fess topokki amp corndog mozza di oppa corndog cuma rb pake promonya shopeefood x order topokki nya enakk bgtttt tp isinya agak sedikit sih pedes lvl udh termasuk lumayan pedes si,fess topokki amp corndog mozza di oppa corndog hanya rb pakai promonya shopeefood kali order topokki nya enakk bgtttt tapi isinya agak sedikit sih pedes lvl sudah termasuk lumayan pedes si,fess topokki corndog mozza oppa corndog rb pakai promonya shopeefood kali order topokki enakk bgtttt isinya pedes lvl lumayan pedes,"['fess', 'topokki', 'corndog', 'mozza', 'oppa', 'corndog', 'rb', 'pakai', 'promonya', 'shopeefood', 'kali', 'order', 'topokki', 'enakk', 'bgtttt', 'isi', 'pedes', 'lvl', 'lumayan', 'pedes']"
189,2021-12-26 10:34:40+00:00,"~short story~

jadi kemaren tuh hari jum'at beli nasi tuna suwir di shopeefood. eh yg dateng malah ayam suwir. sedih dong🤧 karna tuna suwir seenak itu buat aku. sebagai anak kost yg gamau rugi. akhirnya complain lewat ignya siapa tau diganti gitu🤭-",short story jadi kemaren tuh hari jumat beli nasi tuna suwir di shopeefood eh yg dateng malah ayam suwir sedih dong karna tuna suwir seenak itu buat aku sebagai anak kost yg gamau rugi akhirnya complain lewat ignya siapa tau diganti gitu,short story jadi kemarin  itu hari jumat beli nasi tuna suwir di shopeefood eh yang dateng malah ayam suwir sedih dong karena tuna suwir seenak itu buat saya sebagai anak kost yang tidak mau rugi akhirnya complain lewat ignya siapa tahu diganti begitu,short story kemarin jumat beli nasi tuna suwir shopeefood eh dateng ayam suwir sedih tuna suwir seenak anak kost rugi complain ignya diganti,"['short', 'story', 'kemarin', 'jumat', 'beli', 'nasi', 'tuna', 'suwir', 'shopeefood', 'eh', 'dateng', 'ayam', 'suwir', 'sedih', 'tuna', 'suwir', 'enak', 'anak', 'kost', 'rugi', 'complain', 'ignya', 'ganti']"
190,2021-12-26 10:33:32+00:00,"Share &amp; Makan Gratis Bareng Teman di ShopeeFood
#vouchershopee
#shopeefood https://t.co/HgKTRjVU9X https://t.co/HLXC4ySnDW",share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']"
191,2021-12-26 10:27:50+00:00,"aku bisa yg tiap order menantea😭 
karna diskon d shopeefood banyak bgtttt😭
makasi @JeromePolin udah ciptain varian matemateaka yg sangat segerrr😭❤️❤️❤️",aku bisa yg tiap order menantea karna diskon shopeefood banyak bgtttt makasi udah ciptain varian matemateaka yg sangat segerrr,saya bisa yang setiap order menantea karena potongan harga shopeefood banyak bgtttt makasi sudah ciptakan varian matemateaka yang sangat segerrr,order menantea potongan harga shopeefood bgtttt makasi ciptakan varian matemateaka segerrr,"['order', 'menantea', 'potong', 'harga', 'shopeefood', 'bgtttt', 'makas', 'cipta', 'varian', 'matemateaka', 'segerrr']"
192,2021-12-26 10:27:31+00:00,ily shopeefood krn km ak bisa jajan chatime 7k doang 😩😭🤍,ily shopeefood krn km ak bisa jajan chatime k doang,ily shopeefood karena  kamu ak bisa jajan chatime ke saja,ily shopeefood ak jajan chatime,"['ily', 'shopeefood', 'ak', 'jajan', 'chatime']"
193,2021-12-26 10:24:17+00:00,"@shopeefood_id ini emang kalau ada masalah dlm pesanan yg kurang gak bisa diatasin yaa? :( Masa cuma kurang pesnan hrs nunggu 1-3 hari jam kerja :) Kenapa gk ada fitur buat hubungin drivernya cobaa biar ngasih info ke mereka, jd bisa dilengkapin dhe pesanan shopeefoodnya :(",id ini emang kalau ada masalah dlm pesanan yg kurang gak bisa diatasin yaa masa cuma kurang pesnan hrs nunggu hari jam kerja kenapa gk ada fitur buat hubungin drivernya cobaa biar ngasih info ke mereka jd bisa dilengkapin dhe pesanan shopeefoodnya,id ini memang kalau ada masalah dalam pesanan yang kurang tidak bisa diatasin ya masa hanya kurang pesnan habib rizieq shihab nunggu hari jam kerja kenapa tidak ada fitur buat hubungin drivernya cobaa biar memberi info ke mereka jadi bisa dilengkapin dhe pesanan shopeefoodnya,id pesanan diatasin pesnan habib rizieq shihab nunggu jam kerja fitur hubungin drivernya cobaa info dilengkapin dhe pesanan shopeefoodnya,"['id', 'pesan', 'diatasin', 'pesnan', 'habib', 'rizieq', 'shihab', 'nunggu', 'jam', 'kerja', 'fitur', 'hubungin', 'drivernya', 'cobaa', 'info', 'dilengkapin', 'dhe', 'pesan', 'shopeefoodnya']"
